drug_name,rating,review_text,condition,date,source,review_id,helpful_votes,scraped_at
metformin,10.0,I take Metformin to prevent diabetes. Itâs stabilizing my blood sugar at a prediabetic A1C. My A1C was increasing overtime and unstable. I experience no side effects. I even take it on an empty stomach sometimes.,,2024-01-26,webmd,f7e2c7859797,1,2026-03-09T16:40:50.681874
metformin,10.0,"I have been on Metformin 500 for 9 months and counting. The only side effect I have had are some diarrhea in the first week, dizziness and dry mouth. The dry mouth still continues but I guess that is why they said to drink plenty of fluid. Mine choice of fluid is water any day. I started with a weight gain of 248 I'm down to 205. I go back to see my doctor next month.",,2023-12-16,webmd,6d8a538979c1,1,2026-03-09T16:40:50.682271
metformin,4.0,"Suffer from acid reflux for years. Diagnosed Diabetes 2. Told to take 500mg Metex XR. Day 4 belching ,farting,constipated, and upper belly constant pain. Day 5 not going to take it . Eat better , walk daily and drink water and what will be will be.",,2023-12-11,webmd,4623bf9ebe38,1,2026-03-09T16:40:50.682668
metformin,2.0,"I have type 2 diabetes and my doctor put me on metformin for 3 months all it did was make me gassy, constipated and messed with my acid reflux. Then she switch and put me on the metformin ER for a month which was racing up my heart, right side pain, joints pain/muscle pain and making me gassy. Now she is going to say some those did help am going to switch you to A new medication Januvia I looked it up and there is so much side effect with that pill I am not going to take that Am going to continu ...  e doing it the the natural way drink my walk exercise and change my eating lifestyle    Read More  Read Less",,2023-12-07,webmd,a8d42006e010,1,2026-03-09T16:40:53.807940
metformin,2.7,"Ive been on metformin 750 mg extended release for 5 days and im am experiencing major diarrhea, stomach pain, left side pain, neck pain, headache, vomiting, and having emotional break down where as if i talk to people i just start crying uncontrollably and just totally feel off ....i dont like the way this pill makes me feel im a very active person and un afraid to leave my house because i have diarrhea so bad i cant even go to they gym. This medicine stop my normal day of life.... i know it wor ...  ks of some people and thats great its just not for me im not a very emotional person but for having a breakdown every time i talk to some one really i cant live like this and this is only from being on this pill for 5 days...Has anyone else experienced this emotional breakdown with this medication?   Read More  Read Less",,2023-12-01,webmd,f50aa48cd30c,1,2026-03-09T16:40:53.808431
metformin,5.3,"Diarrhea,gassyness, A1camedown sugars still high, on 2 -500 mpg a day. Sometimes feel dizzy , not right.dr didnât prescribe B12 vitamins, but maybe I should. Tired.",,2023-11-30,webmd,281feecef224,1,2026-03-09T16:40:53.808877
metformin,5.3,"First time I tried Metformin I broke out in a rash, so I stopped it. I cycled through other drugs like Glipizide, but had issues with them as well. Second attempt at using Metformin seemed to go better as I stuck with it through the rash. It seemed to be my solution. So I THOUGHT!  Over the next year or so I was losing control of BM's. I had to be within 15 seconds of a bathroom or else. I thought I was going to need depends for the rest of my life. Totally depresssed. I stopped leaving my house ...  . I sold my car. I missed 3 Graduations and 3 Weddings for fear of an accident. Every time I saw the Dr. I'd mention my issue, but never did they say my Loss of control could have been from Metformin. I didn't think it was related to Metformin either as it came on slowly, over time. I researched and didn't see anyone else say they went through this too. I finally gave up and decided to reset. I stopped ALL my meds for a month and what do you know. I became regular again. I'm pretty mad that my Dr. said NOTHING when I'd mention it and I'm mad at myself that I didn't put 2 and 2 together sooner.  So depressing. I may be able to get afford another car down the road, but I will never get those Family events back. I hate Metformin...   Read More  Read Less",,2023-11-19,webmd,b5aaa515d7c0,1,2026-03-09T16:40:53.809347
metformin,4.0,"My biggest issue is the size dang there as big as a canoe!! Iâve choked twice trying to get them down I live by myself very scary, I have no side effects and know I need something for  my diabetes but definitely something smaller.  I also just read it comes in liquid form now where talking!! Does anyone else find these huge pills hard to swallow?  And is anyone else on the liquid?  Thank you. Mrs. Orne Maine",,2023-11-16,webmd,6c217f671443,1,2026-03-09T16:40:53.809796
metformin,2.7,"DX with borderline T2DM 10 years ago managed to control with diet and exercise until last year 2020 post a Covid 19 episode.  During the last two years, while on Glumetza, I have experienced nothing short of feeling so ill, that I was just waiting to die.  The side effects of Glumetza, for me anyway, was awful. Insomnia, irregular breathing at night, nightmares, irregular rapid heart rate, muscle weakness, headaches, blurred vision, weight loss, and as time moved on the symptoms became worse and ...   more frequent. It reached a point where I could not think straight and experienced an overwhelming sense of doom, something I had heard about but, never experienced.  I called my GP they did some labs.  Everything seemed to be normal with a A1c 6.3%.  I ceased the Medication for a period of six weeks and also fasted 4 days per-week to control BGL.  Slowly after several weeks, I noted a huge change in my symptoms for the better.  By week six, it was as if, I had been reborn. I was elated.  Following my GP's request I started taking it again.  It became obvious after two months I began to experience similar symptoms. This time the night-mares were becoming very violent. I would wake up with heart rates of 200 BPM and chest pain.  I had enough, I took myself too the local ER and explained what was going on, and stopped taking the Glumetza (Metformin ER)  While at the ER, I explained I was a retired ICU Nurse, with 40 years experience and knew what I was talking about.  In their and my favour every test known to mankind was completed on me during the next several months and nothing was found to be out of the norm. My (A1c > 6.7) It has been three months now without Glumetza and I feel great. I my consider taking Jardinance in the future to keep my A1c down.  Never, Never, again will I suggest, recommend or take Metformin again.    Read More  Read Less",,2023-11-11,webmd,0ea3eb65c9ec,1,2026-03-09T16:40:53.810290
metformin,2.0,This stuff was poison to my body. Over time I felt brain dead. Tired all the time no energy at all. Heart beat was off. No interest in living. This stuff is like I said poison. After I quit it I want to live life again.,,2023-11-10,webmd,1a7537738eae,1,2026-03-09T16:40:53.810750
